iter	Passed	Remaining
354	631	1147
355	636	1151
356	637	1148
357	640	1147
358	643	1148
359	650	1156
360	658	1166
361	660	1163
362	661	1161
363	664	1160
364	667	1161
365	668	1158
366	670	1156
367	671	1153
368	673	1151
369	676	1151
370	681	1155
371	682	1152
372	684	1151
373	686	1149
374	688	1146
375	689	1144
376	694	1147
377	696	1146
378	698	1143
379	699	1141
380	701	1139
381	702	1136
382	703	1134
383	705	1132
384	707	1129
385	709	1128
386	711	1126
387	713	1125
388	716	1124
389	721	1128
390	724	1127
391	727	1127
392	728	1125
393	731	1124
394	736	1127
395	738	1127
396	740	1124
397	742	1122
398	743	1120
399	745	1118
400	748	1117
401	750	1115
402	752	1114
403	753	1111
404	755	1109
405	757	1107
406	758	1105
407	760	1103
408	762	1102
409	764	1099
410	767	1100
411	768	1097
412	769	1094
413	771	1092
414	773	1090
415	778	1093
416	780	1091
417	782	1089
418	784	1087
419	786	1085
420	795	1094
421	797	1092
422	799	1090
423	807	1096
424	808	1094
425	810	1091
426	811	1089
427	822	1098
428	825	1099
429	856	1135
430	858	1132
431	859	1130
432	882	1155
433	884	1154
434	899	1167
435	900	1165
436	905	1166
437	1008	1294
438	1008	1294
439	1010	1288
440	1011	1285
441	1026	1298
442	1028	1296
443	1030	1293
444	1031	1289
445	1032	1285
446	1034	1282
447	1075	1328
448	1077	1324
449	1080	1323
450	1081	1319
451	1083	1316
452	1085	1313
453	1087	1311
454	1100	1320
455	1101	1317
456	1103	1314
457	1105	1310
458	1106	1307
459	1108	1303
460	1294	1517
461	1298	1515
462	1301	1512
463	1303	1509
464	1305	1504
465	1307	1501
466	1309	1497
467	1310	1493
468	1312	1488
469	1313	1484
470	1326	1493
471	1330	1491
472	1331	1486
473	1333	1483
474	1335	1478
475	1347	1487
476	1349	1483
477	1351	1478
478	1352	1474
479	1353	1469
480	1355	1465
481	1356	1460
482	1358	1456
483	1424	1522
484	1426	1517
485	1427	1513
486	1429	1509
487	1431	1504
488	1432	1500
489	1434	1496
490	1436	1491
491	1437	1487
492	1439	1483
493	1440	1478
494	1442	1474
495	1443	1470
496	1453	1473
497	1457	1472
498	1484	1493
499	1503	1506
500	1506	1503
501	1512	1503
502	1513	1498
503	1515	1494
504	1516	1489
505	1518	1485
506	1520	1481
507	1522	1477
508	1524	1473
509	1536	1478
510	1537	1474
511	1539	1469
512	1540	1465
513	1541	1460
514	1543	1456
515	1544	1451
516	1546	1447
517	1547	1442
518	1548	1438
519	1550	1433
520	1551	1429
521	1552	1424
522	1554	1420
523	1555	1415
524	1557	1411
525	1559	1407
526	1561	1403
527	1565	1401
528	1566	1397
529	1567	1392
530	1568	1388
531	1571	1385
532	1573	1381
533	1574	1376
534	1576	1372
535	1577	1367
536	1580	1365
537	1582	1361
538	1584	1357
539	1585	1352
540	1586	1348
541	1588	1344
542	1589	1339
543	1591	1336
544	1592	1332
545	1593	1327
546	1595	1323
547	1597	1319
548	1598	1315
549	1600	1311
550	1601	1307
551	1603	1303
552	1604	1299
553	1612	1300
554	1614	1297
555	1616	1293
556	1618	1289
557	1621	1286
558	1623	1283
559	1625	1279
560	1626	1275
561	1628	1271
562	1631	1268
563	1634	1265
564	1635	1261
565	1637	1257
566	1638	1253
567	1639	1249
568	1640	1245
569	1653	1249
570	1655	1246
571	1659	1243
572	1663	1241
573	1666	1239
574	1676	1240
575	1679	1238
576	1779	1307
577	1813	1326
578	1816	1323
579	1820	1320
580	1822	1316
581	1826	1314
582	1835	1315
583	1843	1315
584	1851	1315
585	1852	1311
586	1854	1306
587	1856	1302
588	1857	1298
589	1859	1294
590	1861	1290
591	1864	1287
592	1866	1283
593	1874	1283
594	1876	1279
595	1893	1285
596	1924	1301
597	1934	1302
598	1950	1307
599	1952	1303
600	1956	1301
601	1958	1296
602	2028	1337
603	2029	1333
604	2031	1328
605	2032	1323
606	2034	1319
607	2037	1315
608	2039	1311
609	2042	1308
610	2047	1305
611	2053	1303
612	2074	1311
613	2082	1311
614	2085	1307
615	2096	1308
616	2098	1305
617	2100	1300
618	2130	1313
619	2153	1322
620	2170	1326
621	2196	1337
622	2200	1333
623	2202	1329
624	2205	1325
625	2208	1321
626	2220	1323
627	2222	1318
628	2226	1315
629	2227	1310
630	2229	1305
631	2238	1305
632	2241	1301
633	2244	1297
634	2246	1293
635	2292	1314
636	2294	1309
637	2296	1304
638	2297	1300
639	2299	1295
640	2310	1295
641	2311	1291
642	2313	1286
643	2316	1282
644	2327	1283
645	2329	1278
646	2331	1274
647	2333	1269
648	2335	1265
649	2337	1260
650	2341	1257
651	2343	1252
652	2356	1253
653	2357	1249
654	2361	1245
655	2364	1241
656	2368	1238
657	2370	1233
658	2372	1229
659	2377	1226
660	2382	1223
661	2383	1218
662	2385	1214
663	2386	1209
664	2393	1207
665	2398	1204
666	2399	1199
667	2400	1195
668	2402	1190
669	2404	1186
670	2408	1182
671	2410	1178
672	2412	1174
673	2414	1169
674	2416	1165
675	2417	1160
676	2419	1156
677	2422	1152
678	2425	1148
679	2429	1144
680	2430	1140
681	2432	1136
682	2435	1132
683	2436	1127
684	2438	1122
685	2439	1118
686	2441	1113
687	2443	1109
688	2445	1105
689	2447	1101
690	2449	1097
691	2451	1092
692	2453	1088
693	2461	1086
694	2466	1083
695	2469	1080
696	2471	1075
697	2472	1071
698	2474	1066
699	2475	1062
700	2478	1058
701	2481	1054
702	2483	1050
703	2484	1046
704	2485	1041
705	2487	1037
706	2489	1033
707	2492	1029
708	2494	1025
709	2496	1020
710	2497	1016
711	2500	1012
712	2502	1008
713	2503	1004
714	2508	1001
715	2510	997
716	2511	992
717	2514	988
718	2516	984
719	2517	980
720	2520	976
721	2522	972
722	2523	968
723	2525	964
724	2527	959
725	2530	956
726	2541	955
727	2543	951
728	2544	947
729	2546	942
730	2548	939
731	2565	940
732	2567	936
733	2569	932
734	2570	927
735	2571	923
736	2581	922
737	2583	918
738	2584	914
739	2586	910
740	2593	907
741	2596	903
742	2597	899
743	2598	895
744	2600	891
745	2601	886
746	2604	883
747	2606	879
748	2607	875
749	2609	870
750	2610	866
751	2611	862
752	2612	858
753	2613	853
754	2614	849
755	2615	845
756	2616	841
757	2617	836
758	2618	832
759	2619	828
760	2620	824
761	2621	819
762	2622	815
763	2622	811
764	2623	807
765	2624	802
766	2625	798
767	2626	794
768	2627	790
769	2628	786
770	2630	782
771	2633	778
772	2634	774
773	2635	770
774	2636	766
775	2638	762
776	2639	758
777	2641	754
778	2642	750
779	2644	746
780	2646	743
781	2648	739
782	2649	735
783	2650	731
784	2651	727
785	2652	723
786	2653	719
787	2654	715
788	2655	711
789	2657	707
790	2659	703
791	2660	699
792	2661	695
793	2662	691
794	2665	688
795	2666	684
796	2667	680
797	2670	676
798	2672	673
799	2674	669
800	2675	665
801	2676	661
802	2677	657
803	2679	653
804	2681	650
805	2682	646
806	2684	642
807	2690	640
808	2692	636
809	2693	632
810	2694	628
811	2696	625
812	2697	621
813	2700	617
814	2701	613
815	2703	610
816	2705	606
817	2706	602
818	2709	599
819	2744	603
820	2752	600
821	2753	597
822	2755	593
823	2756	589
824	2762	586
825	2763	582
826	2765	579
827	2766	575
828	2767	571
829	2769	567
830	2770	564
831	2773	560
832	2780	558
833	2782	554
834	2783	550
835	2785	547
836	2786	543
837	2789	539
838	2790	536
839	2792	532
840	2793	528
841	2794	525
842	2796	521
843	2797	517
844	2799	514
845	2801	510
846	2802	506
847	2804	503
848	2805	499
849	2807	495
850	2809	492
851	2810	488
852	2812	485
853	2814	481
854	2816	478
855	2818	474
856	2819	471
857	2820	467
858	2821	463
859	2823	460
860	2824	456
861	2825	452
862	2832	450
863	2833	446
864	2835	442
865	2836	439
866	2837	435
867	2838	432
868	2840	428
869	2841	425
870	2842	421
871	2844	417
872	2846	414
873	2847	410
874	2848	407
875	2850	403
876	2851	400
877	2852	396
878	3079	424
879	3083	421
880	3088	417
881	3091	414
882	3096	410
883	3129	411
884	3135	407
885	3137	404
886	3138	400
887	3146	397
888	3148	393
889	3149	389
890	3151	385
891	3154	382
892	3161	379
893	3166	375
894	3168	372
895	3187	370
896	3188	366
897	3189	362
898	3189	358
899	3196	355
900	3198	351
901	3202	348
902	3203	344
903	3205	340
904	3206	336
905	3207	333
906	3208	329
907	3210	325
908	3212	321
909	3214	318
910	3216	314
911	3218	310
912	3230	308
913	3231	304
914	3233	300
915	3234	296
916	3235	293
917	3255	291
918	3272	288
919	3276	285
920	3283	281
921	3285	278
922	3286	274
923	3290	270
924	3292	267
925	3294	263
926	3296	259
927	3299	256
928	3300	252
929	3302	248
930	3306	245
931	3308	241
932	3310	237
933	3312	234
934	3314	230
935	3315	226
936	3319	223
937	3321	219
938	3323	216
939	3324	212
940	3326	208
941	3328	205
942	3330	201
943	3331	197
944	3344	194
945	3346	191
946	3347	187
947	3348	183
948	3350	180
949	3351	176
950	3353	172
951	3357	169
952	3359	165
953	3360	162
954	3362	158
955	3363	154
956	3366	151
957	3368	147
958	3369	144
959	3370	140
960	3371	136
961	3373	133
962	3374	129
963	3376	126
964	3377	122
965	3379	119
966	3385	115
967	3387	112
968	3388	108
969	3389	104
970	3391	101
971	3392	97
972	3394	94
973	3396	90
974	3397	87
975	3398	83
976	3399	80
977	3400	76
978	3401	73
979	3402	69
980	3403	65
981	3404	62
982	3406	58
983	3407	55
984	3409	51
985	3410	48
986	3411	44
987	3412	41
988	3414	38
989	3415	34
990	3418	31
991	3420	27
992	3422	24
993	3423	20
994	3424	17
995	3425	13
996	3428	10
997	3430	6
998	3431	3
999	3432	0
